Title,Tags,Answered,Link,With code,matched_keywords,performance issue,factor,description,tag,problems root causes,how to fix,label_1,label_2,final_label
Long running ProgressDialog shows Application not responding (ANR) dialog,"android,service,android-asynctask",True,https://stackoverflow.com/questions/9145925/long-running-progressdialog-shows-application-not-responding-anr-dialog,True,application not responding,Responsiveness,Main Thread,,,"The ProgressDialog disables user interaction, which can cause the application to appear unresponsive and eventually trigger an ANR if the task runs for too long.

","Remove ProgressDialog: ProgressDialog is no longer used to show progress to avoid disabling user interaction for a long time.
Use listener mechanism: Implement task progress notification through custom Listener interface and BroadcastReceiver to update the UI without blocking the main thread.",1,1,1
Application not responding status when the orientation is changed from the portrait to landscape,android,True,https://stackoverflow.com/questions/9059655/application-not-responding-status-when-the-orientation-is-changed-from-the-portr,True,application not responding,No,No,,,,,0,0,0
Android: slow response after clicking TabWidget,android,True,https://stackoverflow.com/questions/8967728/android-slow-response-after-clicking-tabwidget,True,slow response,No,No,,,,,0,0,0
Memory Leak in Android,android,True,https://stackoverflow.com/questions/8970420/memory-leak-in-android,True,memory leak,No,No,,,,,0,0,0
Android Activities never GC'ed causing out of memory exception,"java,android,memory,garbage-collection",True,https://stackoverflow.com/questions/8918922/android-activities-never-gced-causing-out-of-memory-exception,True,out of memory,Memory Consumption,Activity,static reference ,,"You are liking this activity, it may be because you got some static reference to it or you some how pass it to the next one.

",,1,1,1
Adding a simple ScrollView to Gallery causes a memory leak,"android,memory,scrollview",True,https://stackoverflow.com/questions/8900212/adding-a-simple-scrollview-to-gallery-causes-a-memory-leak,True,memory leak,No,No,,,,,0,0,0
NPE while calculating the apk size,"java,android,variables,nullpointerexception,filesize",True,https://stackoverflow.com/questions/8817581/npe-while-calculating-the-apk-size,True,apk size,No,,,,,,0,0,0
How to write a large file from an applications assets folder to the SD Card without getting an Out of Memory Error?,"java,android,file-io,out-of-memory",True,https://stackoverflow.com/questions/8820837/how-to-write-a-large-file-from-an-applications-assets-folder-to-the-sd-card-with,True,out of memory,Memory Consumption,File Handling,,,,"The trick is not to try to read the whole file in one go, but rather read it in small chunks and write each chunk before reading the next one into the same memory segment. The following version will read it in 1K chunks. It's for example only - you need to determine the right chunk size.

",1,1,1
"Android - sluggish animation when using ViewAnimator, is it possible to use hardware acceleration?","android,animation,hardware-acceleration",True,https://stackoverflow.com/questions/8803086/android-sluggish-animation-when-using-viewanimator-is-it-possible-to-use-hard,True,sluggish,Responsiveness,UI Rendering,SDK Omit,example,,,1,1,1
android mapview slow and unresponsive,"android,android-mapview",True,https://stackoverflow.com/questions/8796580/android-mapview-slow-and-unresponsive,True,unresponsive,No,No,,,,,0,0,0
find the APK size of installed applications,"java,android,filesize,apk",True,https://stackoverflow.com/questions/8801769/find-the-apk-size-of-installed-applications,True,apk size,No,,,,,,0,0,0
How to destroy a dialog fragment completely for memory leak issue?,"android,memory-leaks",True,https://stackoverflow.com/questions/60918546/how-to-destroy-a-dialog-fragment-completely-for-memory-leak-issue,True,memory leak,No,No,,,,,0,0,0
Fragment view memory leak despite setting parent view to null in onDestroyView,"android,android-studio,android-fragments,memory-leaks,leakcanary",True,https://stackoverflow.com/questions/60672013/fragment-view-memory-leak-despite-setting-parent-view-to-null-in-ondestroyview,True,memory leak,Memory Consumption,Fragment,not release reference,example,"You're still holding onto a reference to btnSignUp after onDestroyView - that is what is leaking. You have to drop all reference to all Views within the view that was just destroyed.

Therefore you should either use the same approach (make it a nullable var) or not hold onto a reference to btnSignUp in your Fragment at all - at least in your code sample, it could easily be a local variable. (In fact, the same applies to your mView - you get the View as an input to onViewCreated(), there's no reason to hold onto it at the Fragment level).",,1,1,1
leakcanary FirestoreRecyclerAdapter memory leak,"android,android-recyclerview,memory-leaks,leakcanary",True,https://stackoverflow.com/questions/60484054/leakcanary-firestorerecycleradapter-memory-leak,True,memory leak,No,No,,,,,0,0,0
Can RecyclerView with onClickListener in constructor cause memory leak?,"android,android-recyclerview,memory-leaks",True,https://stackoverflow.com/questions/60353158/can-recyclerview-with-onclicklistener-in-constructor-cause-memory-leak,True,memory leak,No,No,,,,,0,0,0
Android Studio Out Of Memory Error ViewFlipper,"javascript,android,out-of-memory",True,https://stackoverflow.com/questions/37627542/android-studio-out-of-memory-error-viewflipper,True,out of memory,No,No,,,,,0,0,0
HashMap into ArrayList Out of Memory,"java,android,arraylist,hashmap",True,https://stackoverflow.com/questions/37613820/hashmap-into-arraylist-out-of-memory,True,out of memory,Memory Consumption,Data Type,,,,,1,1,1
ViewPager memory leak,"android,memory-leaks,android-viewpager",True,https://stackoverflow.com/questions/37591376/viewpager-memory-leak,True,memory leak,No,No,,,,,0,0,0
Why is Android Emulator (qemu-system-i386) CPU usage so high (%360)?,"android,android-emulator",True,https://stackoverflow.com/questions/37575038/why-is-android-emulator-qemu-system-i386-cpu-usage-so-high-360,True,cpu usage,CPU Usage,No,,,,,0,0,0
How to get something useful from this ANR log,"android,sharedpreferences,android-anr-dialog",True,https://stackoverflow.com/questions/37549578/how-to-get-something-useful-from-this-anr-log,True, ANR ,No,No,,,,,0,0,0
Why is there latency with ORMLite when I print results?,"android,ormlite",True,https://stackoverflow.com/questions/42275895/why-is-there-latency-with-ormlite-when-i-print-results,True,latency,No,No,,,,,0,0,0
Out of memory with LruCache?,"android,android-lru-cache",True,https://stackoverflow.com/questions/42231143/out-of-memory-with-lrucache,True,out of memory,Memory Consumption,Image,,,"As it stands, you are pointlessly wasting heap space by reading in the entire encoded image before decoding it.",,1,1,1
App size increases once the app launches,"android,caching",True,https://stackoverflow.com/questions/42220125/app-size-increases-once-the-app-launches,True,app size,No,,,,,,0,0,0
Android APK Size is mostly the Design Support libraries,"android,xamarin,xamarin.android,apk,android-support-library",True,https://stackoverflow.com/questions/42223447/android-apk-size-is-mostly-the-design-support-libraries,True,apk size,No,,,,,,0,0,0
Android maps v2 maps becomes unresponsive on orientation changed,"android,android-fragments,android-maps-v2",True,https://stackoverflow.com/questions/14488566/android-maps-v2-maps-becomes-unresponsive-on-orientation-changed,True,unresponsive,No,No,,,,,0,0,0
Repeating 6 bitmas taken from drawable on map causes out of memory error,"android,bitmap",True,https://stackoverflow.com/questions/14466402/repeating-6-bitmas-taken-from-drawable-on-map-causes-out-of-memory-error,True,out of memory,Memory Consumption,Image,,,"First of all, why are you loading your bitmaps from resources like that? You can get a Drawable directly from your resources getResources().getDrawable(R.drawable.blah). If you retrieve the Drawable like that, they will all share the underlying Bitmap, so there would only be N (where N is the number of marker icons you have) bitmaps loaded in memory.

",,1,1,1
Out of memory while reading large xml file from server using Post,android,True,https://stackoverflow.com/questions/14457110/out-of-memory-while-reading-large-xml-file-from-server-using-post,True,out of memory,No,No,,,,,0,0,0
Android app becomes unresponsive when back button is pressed and crashes on android emulator,"android,android-activity,intentservice",True,https://stackoverflow.com/questions/14456054/android-app-becomes-unresponsive-when-back-button-is-pressed-and-crashes-on-andr,True,unresponsive,Responsiveness,"Loop
Main Thread",,,"You are spending enough(little too much) time in your while loop as it blocks UI thread to get unresponsiveness in your app.
",,1,1,1
Out of memory issue while loading bitmaps in Android,"android,android-imageview,android-image,android-memory",True,https://stackoverflow.com/questions/14437180/out-of-memory-issue-while-loading-bitmaps-in-android,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Memory leak with Android app?,"android,json,memory-leaks",True,https://stackoverflow.com/questions/14445751/memory-leak-with-android-app,True,memory leak,Memory Consumption,Object Creation,,,"BufferedReader reader = new BufferedReader(new InputStreamReader(
            is, ""utf-8""), 8);
You've allocated a buffer size of 8 bytes. That is very small. Unless you really know what you're doing, just use the default size with the alternative single-argument constructor:

",,1,1,1
Large Array - Out of Memory Error,"java,android,arrays,out-of-memory,ram",True,https://stackoverflow.com/questions/14405295/large-array-out-of-memory-error,True,out of memory,No,No,,,,"android:largeHeap=""true""",0,0,0
Out of Memory Error while loading bitmaps,"android,bitmap,out-of-memory",True,https://stackoverflow.com/questions/14359024/out-of-memory-error-while-loading-bitmaps,True,out of memory,Memory Consumption,Image,,,,"android:largeHeap=""true""",1,1,1
Out of memory error while parsing a large JSON using Jackson library on Android,"java,android,json,jackson,out-of-memory",True,https://stackoverflow.com/questions/14323727/out-of-memory-error-while-parsing-a-large-json-using-jackson-library-on-android,True,out of memory,No,No,,,,,0,0,0
Shared data storage between mobile and wear app,"android,sqlite,wear-os,android-wear-2.0",True,https://stackoverflow.com/questions/52217315/shared-data-storage-between-mobile-and-wear-app,True,data storage,No,,,,,,0,0,0
How to avoid OOM to load large images from android resource,"android,resources,out-of-memory",True,https://stackoverflow.com/questions/52195458/how-to-avoid-oom-to-load-large-images-from-android-resource,True, oom ,Memory Consumption,Image,,,,,1,1,1
it's possible add a variable to the Proguard Crash Report (Google Play ANR & Blocks),"android,proguard,android-proguard,google-play-developer-api",True,https://stackoverflow.com/questions/52169409/its-possible-add-a-variable-to-the-proguard-crash-report-google-play-anr-blo,True, ANR ,No,No,,,,,0,0,0
Application runs into ANR before having App onCreate() called,"java,android,android-gradle-plugin",True,https://stackoverflow.com/questions/52158794/application-runs-into-anr-before-having-app-oncreate-called,True, ANR ,No,No,,,,,0,0,0
Why in Google App Engine Always 11 secs of Latency coming only for the first requests?,"android,node.js,google-app-engine,google-cloud-platform",True,https://stackoverflow.com/questions/52129452/why-in-google-app-engine-always-11-secs-of-latency-coming-only-for-the-first-req,True,latency,No,No,,,,,0,0,0
